"age","date","population_thousand","workingpop_thousand","employed_thousand","unemployed_thousand","nonworkingpop_thousand","involvement_rate","unemployment_rate","employment_rate"
"60-64","2005/09/01","1931.3","1097.6","1078.8","18.8","833.7","56.8","1.7","55.9"
"60-64","2005/10/01","1931.9","1097.4","1075.4","22","834.5","56.8","2","55.7"
"60-64","2005/11/01","1932.5","1076.3","1061.3","15","856.2","55.7","1.4","54.9"
"60-64","2005/12/01","1933.1","999.6","984.8","14.8","933.5","51.7","1.5","50.9"
"60-64","2006/01/01","1937.6","984","967.4","16.5","953.7","50.8","1.7","49.9"
"60-64","2006/02/01","1942.7","992.8","963.3","29.5","949.9","51.1","3","49.6"
"60-64","2006/03/01","1948","1067.1","1037.5","29.6","880.9","54.8","2.8","53.3"
"60-64","2006/04/01","1952.8","1112","1079","33","840.8","56.9","3","55.3"
"60-64","2006/05/01","1957.5","1128.3","1098.5","29.8","829.2","57.6","2.6","56.1"
"60-64","2006/06/01","1962.1","1131.3","1106.2","25.1","830.8","57.7","2.2","56.4"
"60-64","2006/07/01","1964.6","1104.1","1079.3","24.8","860.5","56.2","2.2","54.9"
"60-64","2006/08/01","1966.7","1094.2","1069","25.1","872.5","55.6","2.3","54.4"
"60-64","2006/09/01","1968.7","1115.1","1095.2","19.9","853.6","56.6","1.8","55.6"
"60-64","2006/10/01","1970.7","1153.1","1130.3","22.8","817.6","58.5","2","57.4"
"60-64","2006/11/01","1972.9","1150.9","1125.4","25.5","822.1","58.3","2.2","57"
"60-64","2006/12/01","1974.8","1081","1059","21.9","893.9","54.7","2","53.6"
"60-64","2007/01/01","1981.4","1040.6","1010.5","30.2","940.8","52.5","2.9","51"
"60-64","2007/02/01","1988.2","1042.1","1014.4","27.7","946.1","52.4","2.7","51"
"60-64","2007/03/01","1994.9","1114.7","1085","29.7","880.2","55.9","2.7","54.4"
"60-64","2007/04/01","2002","1158.5","1139.5","19.1","843.5","57.9","1.6","56.9"
"60-64","2007/05/01","2008.3","1188.4","1163.6","24.8","819.9","59.2","2.1","57.9"
"60-64","2007/06/01","2014.1","1183.6","1160.4","23.2","830.5","58.8","2","57.6"
"60-64","2007/07/01","2014.6","1168.9","1141.3","27.6","845.6","58","2.4","56.7"
"60-64","2007/08/01","2015","1142.4","1115.1","27.3","872.6","56.7","2.4","55.3"
"60-64","2007/09/01","2015.5","1150.1","1125","25.2","865.3","57.1","2.2","55.8"
"60-64","2007/10/01","2016","1156.3","1129.7","26.6","859.6","57.4","2.3","56"
"60-64","2007/11/01","2016.4","1140.2","1114.5","25.7","876.2","56.5","2.3","55.3"
"60-64","2007/12/01","2016.9","1075.5","1051.8","23.8","941.4","53.3","2.2","52.1"
"60-64","2008/01/01","2020.9","1030.2","1007","23.2","990.6","51","2.3","49.8"
"60-64","2008/02/01","2025","1031.6","1004.8","26.8","993.4","50.9","2.6","49.6"
"60-64","2008/03/01","2029.2","1097.1","1077.1","20.1","932.1","54.1","1.8","53.1"
"60-64","2008/04/01","2033.4","1140.4","1118.5","22","893","56.1","1.9","55"
"60-64","2008/05/01","2037.7","1156.4","1135.4","21","881.3","56.8","1.8","55.7"
"60-64","2008/06/01","2041.9","1162.5","1144.1","18.4","879.4","56.9","1.6","56"
"60-64","2008/07/01","2047.3","1161.5","1146.5","14.9","885.8","56.7","1.3","56"
"60-64","2008/08/01","2052.7","1137.7","1125.5","12.2","915","55.4","1.1","54.8"
"60-64","2008/09/01","2058.1","1161.7","1143.6","18.2","896.3","56.4","1.6","55.6"
"60-64","2008/10/01","2063.5","1165","1148.4","16.5","898.6","56.5","1.4","55.7"
"60-64","2008/11/01","2069","1173.8","1154.3","19.5","895.1","56.7","1.7","55.8"
"60-64","2008/12/01","2074.5","1102","1079.3","22.7","972.5","53.1","2.1","52"
"60-64","2009/01/01","2081.4","1060.1","1039.9","20.2","1021.3","50.9","1.9","50"
"60-64","2009/02/01","2088.7","1067.1","1042.8","24.3","1021.6","51.1","2.3","49.9"
"60-64","2009/03/01","2096.6","1118.9","1093","25.9","977.7","53.4","2.3","52.1"
"60-64","2009/04/01","2104.7","1166.7","1138.9","27.8","938","55.4","2.4","54.1"
"60-64","2009/05/01","2113.4","1184.7","1152.1","32.6","928.7","56.1","2.8","54.5"
"60-64","2009/06/01","2122.4","1227.5","1194","33.6","894.8","57.8","2.7","56.3"
"60-64","2009/07/01","2130.6","1194.2","1168.6","25.6","936.4","56","2.1","54.8"
"60-64","2009/08/01","2138.1","1199.4","1176.3","23.1","938.7","56.1","1.9","55"
"60-64","2009/09/01","2145.3","1228.9","1203.7","25.2","916.5","57.3","2.1","56.1"
"60-64","2009/10/01","2152.5","1238","1216.5","21.5","914.5","57.5","1.7","56.5"
"60-64","2009/11/01","2160.1","1227.3","1204.7","22.6","932.9","56.8","1.8","55.8"
"60-64","2009/12/01","2167.8","1130.1","1101.4","28.8","1037.6","52.1","2.5","50.8"
"60-64","2010/01/01","2174.7","1142.8","1061.6","81.2","1031.9","52.5","7.1","48.8"
"60-64","2010/02/01","2181.5","1120.1","1070.1","50","1061.4","51.3","4.5","49.1"
"60-64","2010/03/01","2188.4","1174.9","1131.4","43.5","1013.5","53.7","3.7","51.7"
"60-64","2010/04/01","2195.3","1226.9","1185","41.9","968.5","55.9","3.4","54"
"60-64","2010/05/01","2202.3","1276.7","1237.5","39.2","925.5","58","3.1","56.2"
"60-64","2010/06/01","2209.2","1283.7","1247.5","36.2","925.5","58.1","2.8","56.5"
"60-64","2010/07/01","2215.4","1273","1239.6","33.4","942.3","57.5","2.6","56"
"60-64","2010/08/01","2221.5","1252.3","1218.5","33.7","969.3","56.4","2.7","54.9"
"60-64","2010/09/01","2227.7","1261.8","1226.1","35.7","965.9","56.6","2.8","55"
"60-64","2010/10/01","2233.9","1265.6","1228.7","36.9","968.3","56.7","2.9","55"
"60-64","2010/11/01","2240.1","1249.7","1218.2","31.5","990.4","55.8","2.5","54.4"
"60-64","2010/12/01","2246.4","1207","1175.1","31.9","1039.4","53.7","2.6","52.3"
"60-64","2011/01/01","2252.8","1155.2","1111.9","43.4","1097.6","51.3","3.8","49.4"
"60-64","2011/02/01","2259.3","1199.9","1151.6","48.3","1059.5","53.1","4","51"
"60-64","2011/03/01","2265.8","1265.7","1221.9","43.7","1000.1","55.9","3.5","53.9"
"60-64","2011/04/01","2272.3","1299.3","1259.6","39.7","973","57.2","3.1","55.4"
"60-64","2011/05/01","2278.9","1353.9","1311.4","42.5","925","59.4","3.1","57.5"
"60-64","2011/06/01","2285.4","1354.8","1312.6","42.2","930.6","59.3","3.1","57.4"
"60-64","2011/07/01","2294.6","1343.2","1292.1","51.1","951.5","58.5","3.8","56.3"
"60-64","2011/08/01","2300.6","1340","1306.8","33.2","960.6","58.2","2.5","56.8"
"60-64","2011/09/01","2306.6","1328.1","1289","39.1","978.5","57.6","2.9","55.9"
"60-64","2011/10/01","2312.6","1357.2","1324.7","32.5","955.4","58.7","2.4","57.3"
"60-64","2011/11/01","2318.6","1349.1","1313.7","35.5","969.5","58.2","2.6","56.7"
"60-64","2011/12/01","2324.7","1278.1","1251.1","26.9","1046.7","55","2.1","53.8"
"60-64","2012/01/01","2331.8","1225.3","1190.1","35.2","1106.5","52.5","2.9","51"
"60-64","2012/02/01","2336.3","1258.8","1206.1","52.7","1077.6","53.9","4.2","51.6"
"60-64","2012/03/01","2340.9","1319.9","1278.5","41.4","1021.1","56.4","3.1","54.6"
"60-64","2012/04/01","2345.6","1379.8","1338.2","41.7","965.8","58.8","3","57.1"
"60-64","2012/05/01","2350.4","1429.5","1391.3","38.2","920.8","60.8","2.7","59.2"
"60-64","2012/06/01","2355.2","1418.7","1377.9","40.8","936.4","60.2","2.9","58.5"
"60-64","2012/07/01","2362.8","1373.7","1332.8","40.9","989.1","58.1","3","56.4"
"60-64","2012/08/01","2368","1375.2","1333.8","41.4","992.7","58.1","3","56.3"
"60-64","2012/09/01","2373.2","1397.8","1363.4","34.4","975.4","58.9","2.5","57.4"
"60-64","2012/10/01","2378.4","1418.4","1388","30.4","960","59.6","2.1","58.4"
"60-64","2012/11/01","2383.6","1417.8","1384.7","33","965.9","59.5","2.3","58.1"
"60-64","2012/12/01","2389","1340.7","1307.1","33.6","1048.3","56.1","2.5","54.7"
"60-64","2013/01/01","2394.1","1280.3","1249.1","31.2","1113.9","53.5","2.4","52.2"
"60-64","2013/02/01","2399.3","1310.7","1266.5","44.2","1088.6","54.6","3.4","52.8"
"60-64","2013/03/01","2404.5","1373.5","1333","40.5","1031","57.1","2.9","55.4"
"60-64","2013/04/01","2409.8","1435.8","1408.8","27","974","59.6","1.9","58.5"
"60-64","2013/05/01","2415.1","1473.7","1434.9","38.8","941.3","61","2.6","59.4"
"60-64","2013/06/01","2420.4","1475.6","1434.7","40.9","944.7","61","2.8","59.3"
"60-64","2013/07/01","2431.6","1468.8","1439.9","28.9","962.8","60.4","2","59.2"
"60-64","2013/08/01","2440.2","1449.1","1423.9","25.2","991.1","59.4","1.7","58.4"
"60-64","2013/09/01","2448.9","1453.8","1423.7","30.1","995.1","59.4","2.1","58.1"
"60-64","2013/10/01","2457.6","1482.8","1453.6","29.2","974.7","60.3","2","59.1"
"60-64","2013/11/01","2466.3","1465.9","1441.8","24.1","1000.4","59.4","1.6","58.5"
"60-64","2013/12/01","2475.1","1402.4","1373.2","29.2","1072.6","56.7","2.1","55.5"
"60-64","2014/01/01","2484.9","1381.4","1334.4","47.1","1103.5","55.6","3.4","53.7"
"60-64","2014/02/01","2494.9","1414","1361.4","52.6","1080.9","56.7","3.7","54.6"
"60-64","2014/03/01","2504.9","1461.3","1411.5","49.8","1043.6","58.3","3.4","56.3"
"60-64","2014/04/01","2514.9","1534.5","1487.5","47","980.4","61","3.1","59.1"
"60-64","2014/05/01","2525","1567.3","1526.4","40.9","957.8","62.1","2.6","60.5"
"60-64","2014/06/01","2535.2","1562.5","1522","40.4","972.7","61.6","2.6","60"
"60-64","2014/07/01","2550","1559.7","1522.1","37.6","990.4","61.2","2.4","59.7"
"60-64","2014/08/01","2565","1537.6","1506.2","31.4","1027.5","59.9","2","58.7"
"60-64","2014/09/01","2580.1","1571.4","1540","31.4","1008.7","60.9","2","59.7"
"60-64","2014/10/01","2595.2","1586.1","1549.6","36.5","1009.1","61.1","2.3","59.7"
"60-64","2014/11/01","2610.5","1586.2","1561.2","25","1024.3","60.8","1.6","59.8"
"60-64","2014/12/01","2625.9","1539.8","1506.8","33","1086.1","58.6","2.1","57.4"
"60-64","2015/01/01","2641.4","1518.5","1477.6","41","1122.9","57.5","2.7","55.9"
"60-64","2015/02/01","2657.1","1547.8","1494.4","53.3","1109.3","58.3","3.4","56.2"
"60-64","2015/03/01","2672.8","1617.1","1573.7","43.4","1055.7","60.5","2.7","58.9"
"60-64","2015/04/01","2688.7","1649.7","1606.5","43.2","1038.9","61.4","2.6","59.8"
"60-64","2015/05/01","2704.6","1703.4","1653.8","49.5","1001.2","63","2.9","61.1"
"60-64","2015/06/01","2720.7","1709.7","1664.5","45.2","1011","62.8","2.6","61.2"
"60-64","2015/07/01","2737.6","1708.1","1653.6","54.5","1029.4","62.4","3.2","60.4"
"60-64","2015/08/01","2754.6","1699.1","1651.7","47.4","1055.5","61.7","2.8","60"
"60-64","2015/09/01","2771.7","1721.6","1683.8","37.7","1050.2","62.1","2.2","60.7"
"60-64","2015/10/01","2789","1734.3","1684.3","50","1054.7","62.2","2.9","60.4"
"60-64","2015/11/01","2806.3","1732.5","1688.7","43.8","1073.9","61.7","2.5","60.2"
"60-64","2015/12/01","2823.8","1687.4","1643.8","43.6","1136.4","59.8","2.6","58.2"
"60-64","2016/01/01","2841.6","1649.9","1597.5","52.4","1191.7","58.1","3.2","56.2"
"60-64","2016/02/01","2859.5","1664.4","1606.1","58.3","1195.1","58.2","3.5","56.2"
"60-64","2016/03/01","2877.6","1727.3","1662.3","65","1150.3","60","3.8","57.8"
"60-64","2016/04/01","2895.7","1779.3","1722.1","57.2","1116.4","61.4","3.2","59.5"
"60-64","2016/05/01","2914.1","1808.6","1748.3","60.3","1105.5","62.1","3.3","60"
"60-64","2016/06/01","2932.5","1818.8","1766","52.7","1113.8","62","2.9","60.2"
"60-64","2016/07/01","2949.7","1857.7","1801.8","55.9","1092.1","63","3","61.1"
"60-64","2016/08/01","2967","1852.6","1797","55.7","1114.4","62.4","3","60.6"
"60-64","2016/09/01","2984.5","1868.3","1810.9","57.4","1116.2","62.6","3.1","60.7"
"60-64","2016/10/01","3002","1897.3","1843.2","54.2","1104.7","63.2","2.9","61.4"
"65--","1999/06/01","3217","994","981","13","2223","30.9","1.3","30.5"
"65--","1999/07/01","3230","988","978","10","2242","30.6","1","30.3"
"65--","1999/08/01","3244","999","994","5","2245","30.8",".5","30.6"
"65--","1999/09/01","3258","1050","1042","8","2208","32.2",".8","32"
"65--","1999/10/01","3272","1078","1069","9","2194","32.9",".8","32.7"
"65--","1999/11/01","3286","1037","1030","7","2249","31.6",".7","31.3"
"65--","1999/12/01","3301","875","869","6","2425","26.5",".7","26.3"
"65--","2000/01/01","3315","794","787","7","2520","24",".9","23.7"
"65--","2000/02/01","3329","809","798","11","2520","24.3","1.4","24"
"65--","2000/03/01","3344","937","927","10","2406","28","1.1","27.7"
"65--","2000/04/01","3358","1039","1032","8","2319","30.9",".8","30.7"
"65--","2000/05/01","3373","1078","1072","5","2295","32",".5","31.8"
"65--","2000/06/01","3387","1091","1085","7","2296","32.2",".6","32"
"65--","2000/07/01","3402","1081","1077","4","2321","31.8",".4","31.7"
"65--","2000/08/01","3418","1095","1090","5","2323","32",".5","31.9"
"65--","2000/09/01","3433","1112","1108","4","2321","32.4",".4","32.3"
"65--","2000/10/01","3449","1111","1108","4","2337","32.2",".4","32.1"
"65--","2000/11/01","3464","1036","1031","4","2429","29.9",".4","29.8"
"65--","2000/12/01","3480","893","888","5","2586","25.7",".6","25.5"
"65--","2001/01/01","3496","835","829","6","2660","23.9",".7","23.7"
"65--","2001/02/01","3512","840","835","5","2672","23.9",".6","23.8"
"65--","2001/03/01","3528","953","948","5","2575","27",".5","26.9"
"65--","2001/04/01","3544","1100","1096","4","2444","31",".4","30.9"
"65--","2001/05/01","3560","1140","1135","4","2420","32",".4","31.9"
"65--","2001/06/01","3576","1155","1152","3","2421","32.3",".3","32.2"
"65--","2001/07/01","3592","1150","1147","3","2442","32",".3","31.9"
"65--","2001/08/01","3608","1160","1157","3","2448","32.2",".3","32.1"
"65--","2001/09/01","3624","1198","1192","6","2426","33.1",".5","32.9"
"65--","2001/10/01","3641","1206","1200","6","2435","33.1",".5","33"
"65--","2001/11/01","3657","1157","1152","5","2500","31.6",".4","31.5"
"65--","2001/12/01","3673","1010","1003","6","2664","27.5",".6","27.3"
"65--","2002/01/01","3690","934","931","2","2756","25.3",".2","25.2"
"65--","2002/02/01","3707","956","946","10","2751","25.8","1","25.5"
"65--","2002/03/01","3723","1067","1054","12","2657","28.7","1.1","28.3"
"65--","2002/04/01","3740","1195","1187","8","2545","32",".7","31.7"
"65--","2002/05/01","3757","1236","1230","5","2522","32.9",".4","32.7"
"65--","2002/06/01","3774","1249","1245","4","2525","33.1",".3","33"
"65--","2002/07/01","3791","1250","1245","5","2541","33",".4","32.8"
"65--","2002/08/01","3808","1219","1214","5","2589","32",".4","31.9"
"65--","2002/09/01","3824","1262","1257","5","2562","33",".4","32.9"
"65--","2002/10/01","3841","1273","1267","6","2568","33.1",".5","33"
"65--","2002/11/01","3858","1211","1207","5","2647","31.4",".4","31.3"
"65--","2002/12/01","3876","1086","1080","5","2790","28",".5","27.9"
"65--","2003/01/01","3892.2","972.1","966","6.2","2920","25",".6","24.8"
"65--","2003/02/01","3909.4","964.9","964.3",".6","2944.5","24.7",".1","24.7"
"65--","2003/03/01","3926.7","1048.1","1043.9","4.1","2878.7","26.7",".4","26.6"
"65--","2003/04/01","3944.2","1134","1130.7","3.3","2810.2","28.8",".3","28.7"
"65--","2003/05/01","3961.7","1199.1","1194.8","4.3","2762.6","30.3",".4","30.2"
"65--","2003/06/01","3979.3","1215.6","1213.1","2.5","2763.7","30.5",".2","30.5"
"65--","2003/07/01","3996.5","1208.4","1202.9","5.5","2788.1","30.2",".5","30.1"
"65--","2003/08/01","4013.4","1202.9","1196.5","6.4","2810.5","30",".5","29.8"
"65--","2003/09/01","4030.3","1246.4","1241.4","5.1","2783.9","30.9",".4","30.8"
"65--","2003/10/01","4047.4","1272.3","1263.3","9","2775.1","31.4",".7","31.2"
"65--","2003/11/01","4064.5","1231.9","1224.6","7.3","2832.6","30.3",".6","30.1"
"65--","2003/12/01","4081.8","1060.3","1053.3","7.1","3021.4","26",".7","25.8"
"65--","2004/01/01","4099","1017.7","1009.3","8.5","3081.2","24.8",".8","24.6"
"65--","2004/02/01","4116.2","1070.5","1061","9.5","3045.7","26",".9","25.8"
"65--","2004/03/01","4133.5","1215.6","1207","8.6","2917.9","29.4",".7","29.2"
"65--","2004/04/01","4150.9","1303","1293.8","9.2","2847.9","31.4",".7","31.2"
"65--","2004/05/01","4168.4","1316.4","1302.6","13.8","2852","31.6","1","31.2"
"65--","2004/06/01","4186","1326","1317.1","8.9","2859.9","31.7",".7","31.5"
"65--","2004/07/01","4203.3","1296.4","1287.5","8.9","2906.9","30.8",".7","30.6"
"65--","2004/08/01","4220.4","1298.8","1291.5","7.3","2921.6","30.8",".6","30.6"
"65--","2004/09/01","4237.7","1333.5","1325.7","7.9","2904.1","31.5",".6","31.3"
"65--","2004/10/01","4255","1370.1","1361.1","8.9","2884.9","32.2",".6","32"
"65--","2004/11/01","4272.4","1307.2","1299.5","7.7","2965.1","30.6",".6","30.4"
"65--","2004/12/01","4289.9","1166.1","1159.9","6.2","3123.8","27.2",".5","27"
"65--","2005/01/01","4322.1","1091.9","1086.5","5.3","3230.3","25.3",".5","25.1"
"65--","2005/02/01","4369.5","1133.3","1123.1","10.2","3236.3","25.9",".9","25.7"
"65--","2005/03/01","4417.6","1276.9","1266.6","10.3","3140.6","28.9",".8","28.7"
"65--","2005/04/01","4466.3","1400.8","1392.3","8.5","3065.6","31.4",".6","31.2"
"65--","2005/05/01","4515.7","1462.9","1449.6","13.3","3052.8","32.4",".9","32.1"
"65--","2005/06/01","4565.9","1505.2","1492","13.2","3060.7","33",".9","32.7"
"65--","2005/07/01","4587.9","1457.4","1446.4","10.9","3130.5","31.8",".7","31.5"
"65--","2005/08/01","4605.7","1401.8","1392","9.8","3203.9","30.4",".7","30.2"
"65--","2005/09/01","4615.2","1459.6","1449.4","10.2","3155.7","31.6",".7","31.4"
"65--","2005/10/01","4626.7","1477.6","1468.7","8.8","3149.2","31.9",".6","31.7"
"65--","2005/11/01","4636.7","1428.2","1417.6","10.6","3208.5","30.8",".7","30.6"
"65--","2005/12/01","4648.1","1237.2","1227.5","9.7","3410.8","26.6",".8","26.4"
"65--","2006/01/01","4662.9","1164.2","1153.6","10.6","3498.6","25",".9","24.7"
"65--","2006/02/01","4678.9","1199.7","1185","14.7","3479.3","25.6","1.2","25.3"
"65--","2006/03/01","4695.5","1347.6","1337.7","9.9","3347.9","28.7",".7","28.5"
"65--","2006/04/01","4710.9","1460.2","1452.1","8.1","3250.6","31",".6","30.8"
"65--","2006/05/01","4726.1","1549.1","1532.9","16.2","3177","32.8","1","32.4"
"65--","2006/06/01","4741.2","1567","1550.8","16.2","3174.2","33.1","1","32.7"
"65--","2006/07/01","4749.9","1533.1","1519.2","13.9","3216.8","32.3",".9","32"
"65--","2006/08/01","4757.8","1523.5","1515.6","7.9","3234.2","32",".5","31.9"
"65--","2006/09/01","4765.3","1543.5","1534.6","8.9","3221.8","32.4",".6","32.2"
"65--","2006/10/01","4772.7","1591.9","1586.1","5.9","3180.8","33.4",".4","33.2"
"65--","2006/11/01","4780.7","1537.7","1531.6","6.2","3243","32.2",".4","32"
"65--","2006/12/01","4788","1326.6","1321.3","5.3","3461.4","27.7",".4","27.6"
"65--","2007/01/01","4801.3","1277.1","1267.1","10","3524.2","26.6",".8","26.4"
"65--","2007/02/01","4814.3","1298.4","1284.2","14.2","3515.9","27","1.1","26.7"
"65--","2007/03/01","4826.8","1430.9","1416.7","14.1","3396","29.6","1","29.4"
"65--","2007/04/01","4840.4","1570.7","1559.6","11.1","3269.7","32.4",".7","32.2"
"65--","2007/05/01","4851.8","1653.2","1640.4","12.8","3198.6","34.1",".8","33.8"
"65--","2007/06/01","4862","1655","1646.7","8.3","3206.9","34",".5","33.9"
"65--","2007/07/01","4875.5","1600.8","1591","9.8","3274.7","32.8",".6","32.6"
"65--","2007/08/01","4889.1","1593.1","1587.6","5.5","3296","32.6",".3","32.5"
"65--","2007/09/01","4902.8","1618","1612.6","5.4","3284.8","33",".3","32.9"
"65--","2007/10/01","4916.5","1636.6","1624.7","11.9","3279.9","33.3",".7","33"
"65--","2007/11/01","4930.3","1562.9","1555","7.9","3367.4","31.7",".5","31.5"
"65--","2007/12/01","4944.1","1386.9","1377.1","9.8","3557.2","28.1",".7","27.9"
"65--","2008/01/01","4959.2","1294.4","1285.3","9.1","3664.8","26.1",".7","25.9"
"65--","2008/02/01","4974.4","1318.8","1299.7","19.1","3655.6","26.5","1.4","26.1"
"65--","2008/03/01","4989.7","1465.8","1449","16.8","3524","29.4","1.1","29"
"65--","2008/04/01","5005.1","1576.6","1566.8","9.8","3428.6","31.5",".6","31.3"
"65--","2008/05/01","5020.6","1659.3","1646.8","12.5","3361.3","33",".8","32.8"
"65--","2008/06/01","5036.2","1641","1626.3","14.7","3395.1","32.6",".9","32.3"
"65--","2008/07/01","5047.9","1621.8","1609.5","12.3","3426.1","32.1",".8","31.9"
"65--","2008/08/01","5059.7","1604.6","1592.4","12.2","3455.1","31.7",".8","31.5"
"65--","2008/09/01","5071.5","1654.5","1644.6","9.9","3417","32.6",".6","32.4"
"65--","2008/10/01","5083.5","1654.1","1645.9","8.2","3429.4","32.5",".5","32.4"
"65--","2008/11/01","5095.4","1614.8","1604.5","10.3","3480.6","31.7",".6","31.5"
"65--","2008/12/01","5107.4","1380.2","1371.2","8.9","3727.3","27",".6","26.8"
"65--","2009/01/01","5120.2","1290.4","1276.9","13.5","3829.8","25.2","1","24.9"
"65--","2009/02/01","5133.8","1297.4","1275","22.4","3836.3","25.3","1.7","24.8"
"65--","2009/03/01","5148.4","1474.4","1463.6","10.8","3674","28.6",".7","28.4"
"65--","2009/04/01","5163.4","1576.1","1563","13","3587.4","30.5",".8","30.3"
"65--","2009/05/01","5179.8","1657.9","1630.1","27.8","3521.9","32","1.7","31.5"
